Portfolio_ID,Manager_Name,Portfolio_Type,Assets_Under_Management_Million,Region,Risk_Exposure_Score,Diversification_Score,Style_Drift_Score,Governance_Compliance_Score,Overall_Risk_Level,Performance_Indicator,GIPS_Compliant,UCITS_Compliant,AIFMD_Compliant,Audit_Report_Generated,Flagged_For_Review,Flag_Reason
PORT_d6d80300,David Lopez,Fixed Income,6189.91,EU,0.25,0.42,0.05,0.93,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_bed648e9,Alexander Jones,Equity,5585.19,U.S.,0.69,0.81,0.38,0.25,High,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_71046cb0,Gary Taylor,Real Assets,9459.47,EU,0.7,0.91,0.28,0.63,High,Below Benchmark,No,Yes,No,Yes,No,None
PORT_c86a388f,Troy Harmon,Hedge Fund,3772.57,U.S.,0.49,0.04,0.41,0.98,Low,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_5252b709,Meagan Young,Hedge Fund,2372.2,U.S.,0.8,0.1,0.11,0.47,Low,Meeting Benchmark,No,Yes,Yes,No,Yes,Style Drift
PORT_6b991524,Joel Keller,Balanced,7693.12,EU,0.53,0.71,0.26,0.23,Moderate,Below Benchmark,Yes,Yes,Yes,No,No,None
PORT_2f5df155,Sergio Liu,Fixed Income,1281.17,U.S.,0.61,0.9,0.62,0.94,High,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_b63ef6a8,Jerry Ferguson,Fixed Income,1847.83,EU,0.33,0.03,0.85,0.95,High,Above Benchmark,No,No,No,Yes,No,None
PORT_e3e555b4,Brenda Walker,Equity,690.62,Global,0.31,0.34,0.82,0.05,Moderate,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_b87da226,Seth Baker,Equity,8060.89,EU,0.83,0.88,0.21,0.5,Low,Above Benchmark,Yes,Yes,No,No,No,None
PORT_0938653f,Anna Young,Balanced,6458.37,U.S.,0.8,0.64,0.62,0.66,Moderate,Above Benchmark,Yes,No,No,No,Yes,Style Drift
PORT_6e8217e5,Jacqueline Cox,Real Assets,7972.59,EU,0.66,0.17,0.11,0.47,Low,Below Benchmark,No,Yes,Yes,No,No,None
PORT_513e7f99,Cynthia Stark,Real Assets,8919.98,Asia-Pacific,0.77,0.06,0.16,0.16,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_c7dd4efe,Arthur Rodgers,Balanced,3730.48,Global,0.75,0.86,0.65,0.85,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_645f2ced,Raymond Holt,Real Assets,1889.83,Asia-Pacific,0.82,0.0,0.81,0.44,Low,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_e2e5634d,Kelli Sanchez,Balanced,2369.28,Asia-Pacific,0.45,0.48,0.12,0.67,High,Above Benchmark,Yes,No,No,Yes,Yes,Style Drift
PORT_cf5bc1a6,Suzanne Dalton,Real Assets,2298.06,Asia-Pacific,0.61,0.51,0.33,0.83,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_eab8ce88,Jeffrey Williams,Real Assets,7949.96,Global,0.72,0.46,0.59,0.07,High,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_b8c7f02d,Amy Rodriguez,Real Assets,2693.85,Global,0.09,0.56,0.0,0.24,Low,Above Benchmark,Yes,No,No,No,No,None
PORT_ff6f9c0a,Jeanette Mills,Equity,6773.2,U.S.,0.52,0.57,0.43,0.69,Moderate,Meeting Benchmark,No,Yes,No,No,No,None
PORT_53388e9f,Michelle Smith,Hedge Fund,803.52,Global,0.03,0.57,0.21,0.64,High,Above Benchmark,No,No,Yes,No,No,None
PORT_7a18b732,Mary Hayden,Hedge Fund,5763.34,Asia-Pacific,0.15,0.0,0.0,0.28,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_71709378,Brittany Mckay,Real Assets,6731.9,Global,0.79,0.28,0.5,0.32,Moderate,Above Benchmark,No,Yes,No,Yes,No,None
PORT_6f433c74,Latasha Dean,Real Assets,7376.37,U.S.,0.51,0.47,0.83,0.77,Moderate,Meeting Benchmark,No,No,No,Yes,No,None
PORT_21546fc9,Melissa Wyatt,Real Assets,2156.11,Asia-Pacific,0.62,0.16,0.2,0.99,Low,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_982b38a1,Todd Griffin,Fixed Income,9825.06,Asia-Pacific,0.21,0.95,0.51,0.97,Moderate,Below Benchmark,Yes,No,Yes,No,No,None
PORT_55e2790a,Denise Mason,Hedge Fund,2271.04,Asia-Pacific,0.82,0.21,0.77,0.91,Low,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_33ab0f58,Max Owen,Fixed Income,2059.06,EU,0.45,0.71,0.17,0.59,Moderate,Below Benchmark,No,No,Yes,No,No,None
PORT_67c091af,Bryce Marshall,Fixed Income,4185.38,U.S.,0.59,0.55,0.49,0.42,Moderate,Above Benchmark,No,Yes,Yes,No,No,None
PORT_14323538,William Howell,Balanced,1463.19,U.S.,0.51,0.55,0.8,0.14,Moderate,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_85f30b86,Linda Parker,Balanced,8515.07,Global,0.1,0.62,0.33,0.25,High,Above Benchmark,Yes,No,Yes,No,No,None
PORT_359ab958,Stephanie Henson,Hedge Fund,6741.5,Asia-Pacific,0.16,0.69,0.9,0.92,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_6ee0aed8,Sheila Johnston,Hedge Fund,4019.47,EU,0.49,0.74,0.26,0.82,High,Above Benchmark,No,No,No,No,No,None
PORT_e22a0ddc,Craig Walker,Hedge Fund,2700.68,U.S.,0.48,0.04,0.44,0.88,High,Below Benchmark,No,Yes,Yes,No,No,None
PORT_579a6fb9,Emily Davis,Equity,7109.04,Asia-Pacific,0.65,0.18,0.55,0.7,High,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_2dc17a10,Danielle Foster,Balanced,5528.36,U.S.,0.8,0.21,0.31,0.63,Low,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_e4f03119,Emily Herrera,Fixed Income,55.75,Global,0.72,0.85,1.0,0.19,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_b7af7fd3,Michele Campbell,Equity,4520.72,Asia-Pacific,0.85,0.34,0.23,0.91,Moderate,Above Benchmark,Yes,No,No,Yes,No,None
PORT_5627db7f,Leslie Quinn,Balanced,6607.0,U.S.,0.03,0.09,0.86,0.7,High,Below Benchmark,Yes,No,Yes,No,No,None
PORT_daf68f89,Ashley Vega,Real Assets,1104.41,EU,0.81,0.41,0.5,0.92,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,Yes,Style Drift
PORT_8a09787f,Stephen Taylor,Equity,3880.48,Asia-Pacific,0.56,0.18,0.65,0.53,Low,Below Benchmark,No,Yes,Yes,Yes,No,None
PORT_51f6926f,Julia Krueger,Equity,689.76,Asia-Pacific,0.46,0.33,0.5,0.39,Low,Meeting Benchmark,No,Yes,No,No,No,None
PORT_bc259dd4,Denise Pham,Fixed Income,5654.74,U.S.,0.18,0.25,0.41,0.43,Low,Meeting Benchmark,Yes,No,No,No,No,None
PORT_dad81453,Logan Roberson,Real Assets,8172.87,Global,0.08,0.74,0.3,0.69,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_35f45456,Gail Stewart,Real Assets,5989.95,Asia-Pacific,0.97,0.8,0.45,0.25,High,Meeting Benchmark,No,Yes,No,Yes,No,None
PORT_fdc43e9f,Elizabeth Wright,Hedge Fund,8320.76,U.S.,0.1,0.23,0.15,0.25,Low,Below Benchmark,Yes,No,No,No,No,None
PORT_9f372bff,Latasha Brown,Hedge Fund,1366.38,U.S.,0.5,0.93,0.06,0.14,Low,Above Benchmark,Yes,No,Yes,No,No,None
PORT_916ccf12,Jacqueline Barton,Real Assets,8540.61,U.S.,0.31,0.61,0.2,0.86,Moderate,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_293bbead,Deborah Richard,Real Assets,8318.72,Global,0.62,0.36,0.26,0.49,High,Below Benchmark,Yes,No,No,No,Yes,Style Drift
PORT_15a64661,Michael Lewis,Equity,400.34,EU,0.74,0.21,0.97,0.18,High,Above Benchmark,Yes,No,No,No,No,None
PORT_da4418a1,Daniel Shelton,Equity,4712.05,Asia-Pacific,0.59,0.4,0.25,0.1,Low,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_0247c3e7,Melinda Anderson,Balanced,4760.77,Asia-Pacific,0.38,0.19,0.7,0.22,Moderate,Above Benchmark,No,No,No,No,No,None
PORT_203cc2b1,Brad Kelly,Fixed Income,4660.64,Global,0.7,0.31,0.15,0.4,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_f54562c7,Trevor Olsen,Equity,2889.64,EU,0.15,0.4,0.87,0.74,High,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_4a893f4e,Aimee Gordon,Hedge Fund,959.04,Global,0.38,0.77,0.63,0.71,Low,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_b8d72dfb,Mike Kim,Real Assets,978.79,Asia-Pacific,0.83,0.78,0.51,0.94,Low,Above Benchmark,Yes,No,Yes,No,No,None
PORT_6367a150,Edward Evans,Balanced,3812.99,Asia-Pacific,0.1,0.26,0.03,0.29,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_f452a20b,Amy Kline,Real Assets,2750.75,Global,0.32,0.33,0.7,0.37,Low,Above Benchmark,No,Yes,No,No,No,None
PORT_76f74355,Stacey Perez,Equity,5464.11,EU,0.82,0.08,0.63,0.71,High,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_ae753993,Helen Wilkinson,Fixed Income,9474.71,Asia-Pacific,0.35,0.06,0.62,0.93,Moderate,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_b000367a,William Orozco,Equity,1266.11,U.S.,0.29,0.73,0.09,0.05,High,Below Benchmark,Yes,No,Yes,No,Yes,None
PORT_6d00a13f,Sandra Andrews,Fixed Income,533.81,U.S.,0.26,0.3,0.3,0.64,High,Above Benchmark,Yes,No,Yes,No,No,None
PORT_2d85bbd0,Joe Jackson,Fixed Income,6076.55,Global,0.35,0.36,0.97,0.73,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_d0f109d7,Brittany Thomas,Balanced,9086.18,Global,0.92,0.5,0.12,0.68,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_31ecf0b4,Kristen Kelley,Hedge Fund,9330.76,Global,0.96,0.79,1.0,0.5,Moderate,Below Benchmark,No,No,Yes,No,No,None
PORT_ae680400,Kelly Brown,Real Assets,7468.59,Global,0.65,0.64,0.32,0.73,High,Above Benchmark,Yes,Yes,No,Yes,Yes,Diversification Breach
PORT_73b75a15,John Mendoza,Real Assets,3123.59,Global,0.1,0.39,0.86,0.53,Moderate,Meeting Benchmark,No,No,Yes,No,No,None
PORT_8fc4809a,Tracy Monroe,Balanced,6899.7,Asia-Pacific,0.74,0.16,0.21,0.5,Low,Above Benchmark,No,No,Yes,No,No,None
PORT_2262ebdf,Catherine Fisher,Real Assets,6684.21,Global,0.65,0.57,0.19,0.85,Low,Above Benchmark,No,No,No,No,No,None
PORT_e060d39c,Mr. Michael Zhang,Fixed Income,6358.69,EU,0.02,0.97,0.24,0.07,Low,Meeting Benchmark,Yes,No,Yes,Yes,Yes,None
PORT_0e9f3418,Steven Reyes,Hedge Fund,6238.31,U.S.,0.97,0.7,0.54,0.56,High,Meeting Benchmark,No,No,No,No,Yes,Style Drift
PORT_78015604,Natalie Johnston,Real Assets,7596.62,Asia-Pacific,0.42,0.75,0.28,0.72,High,Above Benchmark,No,No,Yes,No,No,None
PORT_190be23f,Carrie Berger,Fixed Income,96.92,Asia-Pacific,0.48,0.44,0.45,0.03,Moderate,Below Benchmark,Yes,Yes,No,No,Yes,Style Drift
PORT_11f3d5ce,Kathryn Powell,Fixed Income,4472.05,U.S.,0.15,0.46,0.22,0.45,Moderate,Below Benchmark,No,No,No,No,No,None
PORT_198e53ac,Leonard Mueller,Hedge Fund,8794.15,Global,0.57,0.09,0.28,0.16,High,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_b1534da5,Julia Campbell,Hedge Fund,4906.71,U.S.,0.21,0.33,0.7,0.7,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_f85a5c26,Brian Perez,Hedge Fund,9731.81,U.S.,0.33,0.94,0.6,0.68,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_ac6f35d2,Mia Beard,Balanced,9235.32,Asia-Pacific,0.49,0.5,0.73,0.5,Low,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_a94c579c,Jacqueline Bowen,Fixed Income,8702.32,U.S.,0.87,0.61,0.01,0.72,Low,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_cf131335,Jonathan Stuart,Real Assets,8890.81,Global,0.73,0.63,0.04,0.1,High,Meeting Benchmark,No,No,No,Yes,No,None
PORT_bfeb6ec6,Phillip Campos,Equity,2913.23,Global,0.99,0.26,0.85,1.0,Moderate,Above Benchmark,No,No,Yes,No,No,None
PORT_c300eca2,Linda Mullins,Fixed Income,9597.36,EU,0.29,0.99,0.59,0.45,Low,Meeting Benchmark,Yes,No,No,Yes,No,None
PORT_ec892d26,Jordan Clark,Equity,4218.3,EU,0.84,0.81,0.2,0.68,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_f7d030fd,Keith Morrison,Balanced,5325.39,Global,0.34,0.67,0.51,0.85,Moderate,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_e2503abb,Matthew Gonzalez,Real Assets,8813.48,EU,0.13,0.32,0.01,0.9,Low,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_f2b51d3b,Richard May,Equity,7717.27,EU,0.88,0.53,0.88,0.82,High,Meeting Benchmark,No,Yes,Yes,No,No,None
PORT_bed17e25,Kiara Paul,Balanced,201.18,EU,0.09,0.3,0.0,0.74,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_79a46bf9,Jason Webster,Fixed Income,8293.12,Asia-Pacific,0.55,0.73,0.26,0.08,Moderate,Below Benchmark,Yes,No,No,Yes,No,None
PORT_e237af67,Chelsea Garcia,Balanced,4390.4,Asia-Pacific,0.44,0.26,0.37,0.25,Low,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_23cb20c3,David Wade,Balanced,1862.67,EU,0.27,0.87,0.15,0.81,Low,Above Benchmark,No,Yes,No,Yes,Yes,Diversification Breach
PORT_a0ad6776,Michael Russell,Real Assets,2420.13,Global,0.25,0.14,0.78,0.92,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_0231e1c0,Marie Nash,Real Assets,6950.23,Global,0.1,0.56,0.64,0.02,High,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_c46a39a8,Tina Travis,Fixed Income,3124.3,Asia-Pacific,0.03,0.87,0.52,0.46,High,Above Benchmark,No,No,Yes,No,Yes,None
PORT_bc1e218c,Jasmine Brandt,Real Assets,9043.36,Asia-Pacific,0.35,0.08,0.59,0.07,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_d766e8cb,Terri Stark,Equity,9745.81,Asia-Pacific,0.69,0.05,0.44,0.68,High,Below Benchmark,Yes,Yes,No,No,Yes,None
PORT_1ae3f1a5,Heidi Santana,Real Assets,7068.54,Global,0.75,0.96,0.81,0.99,Low,Above Benchmark,No,Yes,No,Yes,No,None
PORT_6893fc21,Samuel Smith,Balanced,758.04,Global,0.49,0.03,0.31,0.29,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_d6568099,Christopher Pearson,Real Assets,3791.55,Asia-Pacific,0.12,0.24,0.1,0.42,Moderate,Below Benchmark,No,No,Yes,No,No,None
PORT_cb6938bd,Courtney Alvarado,Real Assets,1021.54,EU,0.48,0.45,0.43,0.87,Moderate,Above Benchmark,No,No,No,Yes,No,None
PORT_d98661fd,Deborah Martin,Fixed Income,5539.21,Asia-Pacific,0.29,0.72,0.55,0.51,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_0324005c,Kelly Cuevas,Fixed Income,3764.82,Global,0.53,0.08,0.2,0.41,Moderate,Above Benchmark,No,Yes,No,No,No,None
PORT_db2a28a9,Elizabeth Mitchell,Equity,3915.27,Global,0.51,0.95,0.65,0.03,Low,Above Benchmark,Yes,Yes,Yes,No,No,None
PORT_bbfcb018,Austin Brown,Fixed Income,6548.1,Global,0.34,0.36,0.31,0.48,High,Meeting Benchmark,No,No,Yes,No,No,None
PORT_3721afb6,Terri Meadows,Fixed Income,5846.77,EU,0.02,0.15,0.64,0.43,High,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_da7965b4,Amanda Sheppard,Fixed Income,2097.75,Global,0.03,0.82,1.0,0.93,Moderate,Below Benchmark,Yes,No,Yes,No,No,None
PORT_caa0e94a,Katie Carr DDS,Balanced,166.39,U.S.,0.5,0.48,0.53,0.55,Low,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_2cdc9c57,Derek Rogers,Equity,4699.22,Global,0.3,0.66,0.29,0.19,High,Meeting Benchmark,No,No,Yes,Yes,No,None
PORT_386c44a4,Marcus Grant,Balanced,8662.94,U.S.,0.64,0.84,0.01,0.19,High,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_1644cbe7,Cindy Lane,Real Assets,8025.85,U.S.,0.61,0.74,0.57,0.64,Low,Below Benchmark,No,No,Yes,Yes,Yes,Diversification Breach
PORT_260b1f43,Danielle Jackson,Equity,6619.03,Global,0.58,0.32,0.35,0.05,High,Above Benchmark,Yes,No,Yes,No,Yes,None
PORT_cdefbeaf,Luke Williams,Equity,9990.24,Asia-Pacific,0.92,0.97,0.11,0.96,High,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_8f02daa2,Joseph Johnson,Equity,6270.47,U.S.,0.98,0.04,0.63,0.65,High,Above Benchmark,No,No,No,No,Yes,None
PORT_dab1e937,Dr. Jacob Kelly,Balanced,7591.46,U.S.,0.11,0.89,0.68,0.36,High,Meeting Benchmark,No,Yes,No,No,Yes,None
PORT_901556b4,Joshua Diaz,Balanced,6496.01,U.S.,0.99,0.21,0.59,0.25,High,Below Benchmark,No,No,Yes,Yes,No,None
PORT_122d450a,Morgan Wilson,Equity,436.57,U.S.,0.49,0.52,0.1,0.82,Low,Meeting Benchmark,No,Yes,Yes,Yes,No,None
PORT_eaa6ba9b,Summer Thompson,Equity,4313.12,EU,0.39,0.58,0.39,0.75,Moderate,Below Benchmark,No,Yes,No,No,No,None
PORT_78663d7f,Dawn Hunt,Balanced,1768.23,Asia-Pacific,0.58,0.51,0.55,0.47,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_8ae87206,Melvin Stanley,Real Assets,2343.72,U.S.,0.91,0.2,0.42,0.48,Low,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_11955c32,Michael Brady,Hedge Fund,379.27,Asia-Pacific,0.53,0.72,0.36,0.49,Moderate,Above Benchmark,No,Yes,Yes,No,No,None
PORT_9cc01d62,Laura Salas,Equity,9572.62,EU,0.9,0.12,0.45,0.62,Low,Above Benchmark,No,Yes,Yes,Yes,No,None
PORT_b24985a6,Johnny Austin,Balanced,5996.06,Asia-Pacific,0.43,0.23,0.44,0.53,Moderate,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_be21e1fa,Jessica Kelly,Hedge Fund,1987.4,EU,0.32,0.23,0.78,0.05,Low,Above Benchmark,Yes,No,Yes,Yes,Yes,None
PORT_42340454,Scott Willis DDS,Balanced,2993.62,Asia-Pacific,0.47,0.89,0.66,0.03,Low,Below Benchmark,Yes,No,Yes,No,No,None
PORT_1560279a,Kristen Patel,Hedge Fund,5269.42,EU,0.75,0.72,0.98,0.08,Low,Above Benchmark,No,No,No,Yes,Yes,Conflict of Interest
PORT_ef654704,Thomas Snyder,Balanced,3147.85,EU,0.33,0.52,0.06,0.81,Moderate,Above Benchmark,No,No,No,Yes,Yes,Conflict of Interest
PORT_d38f78cb,Bruce Thompson,Hedge Fund,7567.58,Asia-Pacific,0.86,0.3,0.54,0.86,Low,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_f53bd4bc,Charles Nunez MD,Balanced,6899.27,EU,0.65,0.03,0.29,0.5,Moderate,Below Benchmark,No,No,No,Yes,No,None
PORT_217da93b,Robert Dickerson,Balanced,5868.02,Asia-Pacific,0.01,0.97,0.7,0.29,Low,Above Benchmark,Yes,No,Yes,No,No,None
PORT_2fe18f9b,Jeffrey Brandt,Hedge Fund,2914.9,EU,0.26,0.96,0.99,0.49,High,Above Benchmark,Yes,No,Yes,Yes,Yes,Style Drift
PORT_41220fd2,Jessica Mccarthy,Fixed Income,2057.1,U.S.,0.73,0.54,0.87,0.17,Moderate,Meeting Benchmark,No,No,No,No,No,None
PORT_27272f47,Carrie Kent,Hedge Fund,7974.01,EU,0.71,0.53,0.57,0.93,Low,Below Benchmark,No,Yes,No,No,No,None
PORT_b6d245b5,William Mills,Hedge Fund,5694.8,U.S.,0.02,0.21,0.61,0.1,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_690cd1ab,Matthew Smith,Equity,189.35,Asia-Pacific,0.63,0.04,0.54,0.82,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_9835da43,Virginia Osborne,Balanced,9770.14,U.S.,0.75,0.75,0.6,0.9,Low,Meeting Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_b5b32ee1,Andrew Chandler,Real Assets,2448.38,Global,0.45,0.8,0.12,0.72,High,Below Benchmark,Yes,No,No,Yes,Yes,Conflict of Interest
PORT_e87e3ccd,Karen James,Real Assets,7914.59,EU,0.36,0.41,0.41,0.73,Low,Above Benchmark,No,No,No,Yes,No,None
PORT_5dc2ebe8,Anthony Patterson,Balanced,1500.66,Global,0.04,0.86,0.31,0.03,High,Above Benchmark,No,No,No,No,No,None
PORT_818214c9,Joseph Hess,Equity,435.82,Asia-Pacific,0.3,0.11,0.85,0.2,Low,Above Benchmark,No,No,No,No,No,None
PORT_c9ac1105,Amy Walters,Balanced,1880.6,Asia-Pacific,0.86,0.32,0.52,0.22,Low,Meeting Benchmark,No,No,No,No,Yes,Conflict of Interest
PORT_daf130a8,Alicia Simon,Real Assets,4248.24,U.S.,0.41,0.5,0.03,0.63,High,Meeting Benchmark,No,No,No,Yes,No,None
PORT_14b393c5,Christian Macias,Real Assets,6501.48,EU,0.84,0.21,0.3,0.31,Moderate,Above Benchmark,No,No,No,No,No,None
PORT_adb4bd42,Sally Ortiz,Balanced,6536.64,EU,0.31,0.45,0.14,0.59,Moderate,Above Benchmark,Yes,Yes,No,Yes,No,None
PORT_2d92b429,Darryl Soto,Real Assets,8788.62,Global,0.79,0.26,0.73,0.72,Moderate,Above Benchmark,Yes,No,No,No,No,None
PORT_e562ad64,James Pittman,Balanced,2720.8,U.S.,0.27,0.62,0.96,0.44,Low,Below Benchmark,Yes,No,No,Yes,No,None
PORT_9cf5fd1f,Joseph Huffman,Balanced,3547.24,Asia-Pacific,0.7,0.29,0.59,0.19,Moderate,Above Benchmark,No,Yes,Yes,No,No,None
PORT_86dea63e,Edward Brown,Balanced,7478.16,EU,0.5,0.74,0.39,0.07,Moderate,Meeting Benchmark,No,No,Yes,Yes,Yes,None
PORT_a309c364,Joshua Stevens,Equity,4799.59,Global,0.04,0.18,0.07,0.7,Low,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_ab555aee,Brandon Fisher,Balanced,910.06,Asia-Pacific,0.45,0.61,0.5,0.63,Moderate,Below Benchmark,No,No,No,No,No,None
PORT_4a8d1b3d,Cynthia George,Fixed Income,6027.8,EU,0.94,0.57,0.54,0.54,High,Below Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_40ef0236,Jonathan James,Real Assets,7868.86,EU,0.4,0.43,0.24,0.58,Low,Above Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_5840e6f6,Hector Davidson,Equity,1893.95,EU,0.92,0.45,0.43,0.61,Low,Meeting Benchmark,No,Yes,No,Yes,Yes,Style Drift
PORT_c34bb500,Samantha James,Equity,9837.48,Global,0.33,0.99,0.8,0.64,Moderate,Meeting Benchmark,No,Yes,No,No,No,None
PORT_19a9bb96,Joseph Medina,Real Assets,4318.42,Asia-Pacific,0.16,0.51,0.5,0.96,High,Above Benchmark,No,No,Yes,No,Yes,Style Drift
PORT_c707918e,John Cunningham,Fixed Income,6437.78,EU,0.18,0.81,0.65,0.21,High,Above Benchmark,Yes,No,Yes,Yes,No,None
PORT_80ee48a5,Gregg Johnson,Hedge Fund,5359.97,Global,0.88,0.26,0.45,0.04,Low,Meeting Benchmark,Yes,No,Yes,No,No,None
PORT_136a38a9,Oscar Bennett,Hedge Fund,287.41,Asia-Pacific,0.99,0.52,0.07,0.49,Low,Above Benchmark,No,Yes,Yes,No,No,None
PORT_662360bc,Douglas Cannon,Real Assets,5494.5,Asia-Pacific,0.81,0.06,0.66,0.33,Moderate,Below Benchmark,Yes,Yes,No,No,No,None
PORT_31071b8c,Robert Webb,Balanced,2011.43,Global,0.51,0.65,0.38,0.14,Moderate,Below Benchmark,Yes,Yes,Yes,No,Yes,Conflict of Interest
PORT_c0204911,John Keller,Balanced,1251.56,Asia-Pacific,0.39,0.75,0.74,0.98,Low,Meeting Benchmark,No,No,No,No,No,None
PORT_a3f0e13a,Ethan Harris,Fixed Income,7219.59,EU,0.84,0.89,0.88,0.67,Low,Above Benchmark,No,Yes,No,Yes,No,None
PORT_b668a6d5,Daniel Arnold,Hedge Fund,4586.99,Asia-Pacific,0.29,0.56,0.53,0.6,High,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_2152f09d,Shelly Miles,Real Assets,9597.19,Global,0.55,0.38,0.82,0.2,High,Meeting Benchmark,Yes,No,Yes,Yes,No,None
PORT_e52ef2b1,Misty Woods,Balanced,7720.44,EU,0.23,0.52,0.49,0.34,High,Above Benchmark,No,No,Yes,Yes,Yes,Style Drift
PORT_5e6582d7,Timothy Brown,Fixed Income,5424.49,EU,0.02,0.34,0.33,0.65,High,Meeting Benchmark,Yes,Yes,No,Yes,No,None
PORT_e1eaf9e3,Eric Sanders,Balanced,8342.2,Global,0.85,0.86,0.85,0.83,Low,Below Benchmark,No,Yes,Yes,No,No,None
PORT_09ef3ecf,Clinton Ramirez,Hedge Fund,6000.38,Asia-Pacific,0.11,0.45,0.7,0.08,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_823cf335,Mary Garcia,Real Assets,5790.67,Asia-Pacific,0.27,0.92,0.39,0.77,Moderate,Above Benchmark,Yes,Yes,Yes,Yes,No,None
PORT_066a5f47,Susan Jones,Hedge Fund,2891.04,Asia-Pacific,0.62,0.02,0.9,0.9,Moderate,Above Benchmark,Yes,Yes,No,No,No,None
PORT_70d81bfd,Erin Arias,Fixed Income,5886.81,U.S.,0.15,0.75,0.6,0.89,Low,Below Benchmark,Yes,No,Yes,Yes,No,None
PORT_2e71eba8,Jamie Holden,Hedge Fund,7199.04,U.S.,0.39,0.02,0.12,0.87,High,Meeting Benchmark,Yes,Yes,Yes,No,No,None
PORT_ba52bcd4,Daniel Miller,Real Assets,5445.16,Asia-Pacific,0.95,0.8,0.41,0.54,Moderate,Meeting Benchmark,Yes,Yes,No,No,No,None
PORT_70f7087d,Brenda Osborne,Equity,9047.21,Global,0.86,0.57,0.28,0.54,Moderate,Meeting Benchmark,Yes,Yes,Yes,Yes,Yes,Diversification Breach
PORT_628ee2aa,Ronald Shea,Hedge Fund,5722.84,Asia-Pacific,0.68,0.18,0.66,0.8,Low,Above Benchmark,No,No,Yes,No,No,None
