CardholderID,AccountNumber,CreditLimit,AvailableCredit,TotalSpentThisMonth,MinimumPayment,PaymentStatus,InterestRate,FeesCharged,RecentLargeTransactions,RiskScore,ComplianceIssues,LastPaymentDate,NextPaymentDueDate
550,897459012,17663,15974,1689,84.45,Late,0.13,35,No,80,None,2023-01-01,2023-01-02
551,579836949,6972,5401,1571,78.55,Very Late,0.24,0,No,56,None,2023-01-01,2023-01-02
552,828426742,8295,5016,3279,163.95,On-Time,0.25,0,No,89,None,2023-01-01,2023-01-02
553,304939202,16913,13372,3541,177.05,Late,0.21,35,No,82,UDAAP,2023-01-01,2023-01-02
554,383627673,12105,7294,4811,240.55,Very Late,0.25,15,Yes,70,None,2023-01-01,2023-01-02
555,555149199,11228,8205,3023,151.15,Late,0.19,15,No,51,None,2023-01-01,2023-01-02
556,781381298,12903,12085,818,40.9,Late,0.14,0,No,67,None,2023-01-01,2023-01-02
557,133698788,6020,3869,2151,107.55,Late,0.17,25,No,96,None,2023-01-01,2023-01-02
558,616103253,11987,7466,4521,226.05,Late,0.19,15,No,82,None,2023-01-01,2023-01-02
559,161819576,15880,14756,1124,56.2,Very Late,0.11,25,No,86,None,2023-01-01,2023-01-02
560,494620188,8233,7104,1129,56.45,Very Late,0.19,15,No,83,None,2023-01-01,2023-01-02
561,598528205,12516,10814,1702,85.1,Very Late,0.25,15,No,69,None,2023-01-01,2023-01-02
562,494274011,17559,15558,2001,100.05,On-Time,0.13,25,No,84,None,2023-01-01,2023-01-02
563,297579844,19701,12789,6912,345.6,Very Late,0.22,35,Yes,99,Late Fee Issues,2023-01-01,2023-01-02
564,504401198,5396,5120,276,13.8,Late,0.24,15,No,67,UDAAP,2023-01-01,2023-01-02
565,274928880,4591,2785,1806,90.3,Very Late,0.24,15,No,95,None,2023-01-01,2023-01-02
566,363768157,14303,11356,2947,147.35,Late,0.24,25,No,73,None,2023-01-01,2023-01-02
567,552949741,9183,5974,3209,160.45,On-Time,0.18,35,No,57,None,2023-01-01,2023-01-02
568,974703859,4312,2160,2152,107.6,Late,0.25,15,Yes,79,None,2023-01-01,2023-01-02
569,853037764,10314,5673,4641,232.05,Late,0.21,15,No,93,Late Fee Issues,2023-01-01,2023-01-02
570,173706383,5139,2712,2427,121.35,Late,0.12,35,No,59,None,2023-01-01,2023-01-02
571,520194521,17688,9577,8111,405.55,On-Time,0.17,15,No,72,None,2023-01-01,2023-01-02
572,157399769,9924,9380,544,27.2,Very Late,0.21,35,No,98,None,2023-01-01,2023-01-02
573,344439380,3362,3009,353,17.65,Very Late,0.14,35,No,60,None,2023-01-01,2023-01-02
574,513623907,16481,15942,539,26.95,On-Time,0.2,25,No,51,None,2023-01-01,2023-01-02
575,843896352,6738,3956,2782,139.1,Late,0.2,0,No,75,None,2023-01-01,2023-01-02
576,889636829,5469,3911,1558,77.9,Very Late,0.12,35,No,85,None,2023-01-01,2023-01-02
577,743273060,19106,13491,5615,280.75,On-Time,0.18,25,No,82,None,2023-01-01,2023-01-02
578,737822998,19940,16984,2956,147.8,Very Late,0.22,0,No,96,None,2023-01-01,2023-01-02
579,306411513,12017,8295,3722,186.1,On-Time,0.17,15,No,62,Late Fee Issues,2023-01-01,2023-01-02
580,597572361,5808,3975,1833,91.65,Late,0.1,0,Yes,89,None,2023-01-01,2023-01-02
581,955324405,19370,14283,5087,254.35,Very Late,0.1,35,No,74,TILA,2023-01-01,2023-01-02
582,680222788,17870,11410,6460,323.0,On-Time,0.15,35,No,53,None,2023-01-01,2023-01-02
583,687037795,15713,13543,2170,108.5,Very Late,0.24,35,No,91,None,2023-01-01,2023-01-02
584,294579233,10561,7170,3391,169.55,Very Late,0.13,35,No,68,None,2023-01-01,2023-01-02
585,146787763,5719,2873,2846,142.3,Very Late,0.2,35,No,67,Late Fee Issues,2023-01-01,2023-01-02
586,635207134,14700,13084,1616,80.8,Very Late,0.13,25,No,86,TILA,2023-01-01,2023-01-02
587,165732489,6741,5223,1518,75.9,On-Time,0.15,35,No,79,None,2023-01-01,2023-01-02
588,640564217,12766,8149,4617,230.85,Late,0.23,25,No,68,TILA,2023-01-01,2023-01-02
589,887852946,6998,4431,2567,128.35,On-Time,0.21,15,Yes,72,Late Fee Issues,2023-01-01,2023-01-02
590,113470137,19077,9969,9108,455.4,On-Time,0.11,35,No,65,None,2023-01-01,2023-01-02
591,104466271,3294,2578,716,35.8,On-Time,0.16,35,Yes,50,None,2023-01-01,2023-01-02
592,557370368,13177,6719,6458,322.9,Late,0.1,0,No,61,Late Fee Issues,2023-01-01,2023-01-02
593,269124855,12882,10126,2756,137.8,Very Late,0.17,15,No,73,Late Fee Issues,2023-01-01,2023-01-02
594,781583940,4136,2200,1936,96.8,Very Late,0.2,35,No,83,None,2023-01-01,2023-01-02
595,890118380,5064,4505,559,27.95,Very Late,0.12,35,No,57,UDAAP,2023-01-01,2023-01-02
596,799798019,10009,9041,968,48.4,Late,0.14,15,No,67,None,2023-01-01,2023-01-02
597,597576975,15987,8690,7297,364.85,Very Late,0.16,25,No,97,None,2023-01-01,2023-01-02
598,403090455,7543,4179,3364,168.2,Late,0.24,35,Yes,54,None,2023-01-01,2023-01-02
599,932758095,4007,2087,1920,96.0,Very Late,0.25,0,No,75,None,2023-01-01,2023-01-02
600,711686134,8445,5242,3203,160.15,Very Late,0.11,35,No,79,None,2023-01-01,2023-01-02
601,934304257,13706,7207,6499,324.95,On-Time,0.21,0,No,62,None,2023-01-01,2023-01-02
602,213865200,17749,12576,5173,258.65,Late,0.16,0,No,68,UDAAP,2023-01-01,2023-01-02
603,603365595,14718,13829,889,44.45,On-Time,0.16,35,No,78,None,2023-01-01,2023-01-02
604,468403327,12439,11647,792,39.6,On-Time,0.21,35,Yes,52,None,2023-01-01,2023-01-02
605,685848991,16281,12823,3458,172.9,On-Time,0.24,0,No,75,None,2023-01-01,2023-01-02
606,917032666,4435,3454,981,49.05,Late,0.24,15,No,89,None,2023-01-01,2023-01-02
607,318825555,3571,2333,1238,61.9,Late,0.19,15,No,61,TILA,2023-01-01,2023-01-02
608,424159127,5382,4581,801,40.05,Very Late,0.15,35,No,51,None,2023-01-01,2023-01-02
609,860932235,8084,8042,42,2.1,On-Time,0.22,25,No,60,Late Fee Issues,2023-01-01,2023-01-02
610,693435313,19661,16312,3349,167.45,Very Late,0.14,15,No,93,None,2023-01-01,2023-01-02
611,415109026,16507,8502,8005,400.25,On-Time,0.18,35,No,77,None,2023-01-01,2023-01-02
612,715418235,10059,8282,1777,88.85,Late,0.15,15,No,67,None,2023-01-01,2023-01-02
613,651904800,15771,12570,3201,160.05,Late,0.2,25,No,62,None,2023-01-01,2023-01-02
614,994439328,10491,10142,349,17.45,Late,0.14,35,No,86,None,2023-01-01,2023-01-02
615,362869948,17527,16944,583,29.15,On-Time,0.13,25,No,71,None,2023-01-01,2023-01-02
616,295922610,17859,14482,3377,168.85,Late,0.24,35,No,61,None,2023-01-01,2023-01-02
617,403394218,11073,7672,3401,170.05,On-Time,0.12,25,No,51,None,2023-01-01,2023-01-02
618,922335076,12077,6633,5444,272.2,Very Late,0.18,15,No,86,None,2023-01-01,2023-01-02
619,640906763,14383,11198,3185,159.25,On-Time,0.13,15,No,56,None,2023-01-01,2023-01-02
620,684556354,19378,14093,5285,264.25,Very Late,0.11,25,No,75,None,2023-01-01,2023-01-02
621,402480960,5353,4191,1162,58.1,On-Time,0.11,25,No,75,None,2023-01-01,2023-01-02
622,750622119,7799,5123,2676,133.8,Very Late,0.13,25,No,73,Late Fee Issues,2023-01-01,2023-01-02
623,767225929,14939,14641,298,14.9,Late,0.23,35,Yes,61,None,2023-01-01,2023-01-02
624,987702570,5428,3489,1939,96.95,Very Late,0.14,15,No,65,None,2023-01-01,2023-01-02
625,940916523,14296,13508,788,39.4,Late,0.24,35,No,72,UDAAP,2023-01-01,2023-01-02
626,202912284,10813,5868,4945,247.25,Late,0.19,15,No,89,None,2023-01-01,2023-01-02
627,397904524,17414,14525,2889,144.45,Very Late,0.17,0,No,58,None,2023-01-01,2023-01-02
628,532838238,14801,13424,1377,68.85,On-Time,0.19,35,No,81,None,2023-01-01,2023-01-02
629,646573613,14745,9472,5273,263.65,On-Time,0.18,15,Yes,64,None,2023-01-01,2023-01-02
630,178262145,16025,14076,1949,97.45,On-Time,0.21,15,No,86,Late Fee Issues,2023-01-01,2023-01-02
631,267345404,6356,5479,877,43.85,On-Time,0.14,35,No,62,Late Fee Issues,2023-01-01,2023-01-02
632,505629426,17288,12054,5234,261.7,On-Time,0.15,35,No,54,UDAAP,2023-01-01,2023-01-02
633,607896561,9540,5798,3742,187.1,Late,0.23,15,No,60,None,2023-01-01,2023-01-02
634,886008098,19422,12520,6902,345.1,On-Time,0.24,35,No,59,None,2023-01-01,2023-01-02
635,471747542,6342,3203,3139,156.95,Late,0.23,25,Yes,62,None,2023-01-01,2023-01-02
636,405752912,12078,9586,2492,124.6,Late,0.16,35,No,90,None,2023-01-01,2023-01-02
637,768823641,5844,3089,2755,137.75,Late,0.22,35,No,95,None,2023-01-01,2023-01-02
638,396248071,13396,7654,5742,287.1,Very Late,0.17,35,No,99,None,2023-01-01,2023-01-02
639,681524060,16998,12758,4240,212.0,Very Late,0.17,15,No,64,None,2023-01-01,2023-01-02
640,507486361,16261,13939,2322,116.1,Late,0.13,25,No,91,None,2023-01-01,2023-01-02
641,880024777,6093,3537,2556,127.8,Very Late,0.19,0,No,56,Late Fee Issues,2023-01-01,2023-01-02
642,199952217,14722,9424,5298,264.9,On-Time,0.13,0,No,89,Late Fee Issues,2023-01-01,2023-01-02
643,489229565,14645,7749,6896,344.8,On-Time,0.15,25,Yes,77,None,2023-01-01,2023-01-02
644,376890017,18083,16222,1861,93.05,Late,0.23,25,Yes,81,None,2023-01-01,2023-01-02
645,145932658,3988,2134,1854,92.7,On-Time,0.13,25,No,84,None,2023-01-01,2023-01-02
646,236815208,9446,7580,1866,93.3,Late,0.11,15,No,64,Late Fee Issues,2023-01-01,2023-01-02
647,607514051,19335,15288,4047,202.35,Late,0.11,0,No,97,None,2023-01-01,2023-01-02
648,928457785,19133,11552,7581,379.05,On-Time,0.24,25,No,85,None,2023-01-01,2023-01-02
649,944979700,4682,3584,1098,54.9,Very Late,0.18,15,No,70,None,2023-01-01,2023-01-02
650,522352497,8626,6892,1734,86.7,On-Time,0.16,0,Yes,55,None,2023-01-01,2023-01-02
651,653805292,10424,5761,4663,233.15,On-Time,0.22,35,Yes,50,None,2023-01-01,2023-01-02
652,901647690,15857,9948,5909,295.45,Late,0.23,15,Yes,53,None,2023-01-01,2023-01-02
653,647488156,15155,11739,3416,170.8,Late,0.15,0,No,60,None,2023-01-01,2023-01-02
654,268303991,14425,9799,4626,231.3,Late,0.2,15,No,93,None,2023-01-01,2023-01-02
655,821322712,4980,2774,2206,110.3,Late,0.22,0,No,75,None,2023-01-01,2023-01-02
656,329698836,18522,10929,7593,379.65,Very Late,0.2,0,Yes,86,None,2023-01-01,2023-01-02
657,237587448,11984,11304,680,34.0,Very Late,0.12,35,No,72,Late Fee Issues,2023-01-01,2023-01-02
658,306037667,18883,10720,8163,408.15,Very Late,0.23,15,No,78,None,2023-01-01,2023-01-02
659,862097033,8390,6320,2070,103.5,Late,0.18,25,No,70,Late Fee Issues,2023-01-01,2023-01-02
660,845052004,4607,3537,1070,53.5,Late,0.14,35,Yes,97,None,2023-01-01,2023-01-02
661,102640328,9573,7844,1729,86.45,Late,0.16,35,No,94,None,2023-01-01,2023-01-02
662,394292375,8776,6585,2191,109.55,Very Late,0.11,0,No,94,None,2023-01-01,2023-01-02
663,344103359,6676,6009,667,33.35,Late,0.12,25,No,98,None,2023-01-01,2023-01-02
664,426093538,6380,4768,1612,80.6,On-Time,0.21,15,No,76,None,2023-01-01,2023-01-02
665,798437615,11711,11031,680,34.0,On-Time,0.1,25,No,88,None,2023-01-01,2023-01-02
666,648423203,11782,10810,972,48.6,Late,0.16,25,No,89,None,2023-01-01,2023-01-02
667,624063697,16997,14151,2846,142.3,On-Time,0.18,25,No,62,None,2023-01-01,2023-01-02
668,100070640,9342,7210,2132,106.6,On-Time,0.11,25,No,72,Late Fee Issues,2023-01-01,2023-01-02
669,213442790,9059,6596,2463,123.15,Very Late,0.25,25,No,65,TILA,2023-01-01,2023-01-02
670,445933919,11884,9355,2529,126.45,Late,0.13,0,No,79,None,2023-01-01,2023-01-02
671,489998231,8655,6152,2503,125.15,Late,0.15,0,No,53,UDAAP,2023-01-01,2023-01-02
672,603011990,15091,10169,4922,246.1,Very Late,0.15,35,No,89,None,2023-01-01,2023-01-02
673,876346813,18251,13859,4392,219.6,On-Time,0.13,0,Yes,65,None,2023-01-01,2023-01-02
674,365715423,3526,2391,1135,56.75,On-Time,0.1,35,Yes,80,Late Fee Issues,2023-01-01,2023-01-02
675,565629220,6224,4971,1253,62.65,Late,0.21,35,No,91,None,2023-01-01,2023-01-02
676,868773488,18069,14902,3167,158.35,On-Time,0.25,15,No,74,None,2023-01-01,2023-01-02
677,872427446,14536,11539,2997,149.85,Very Late,0.13,25,No,93,None,2023-01-01,2023-01-02
678,103741196,16547,10026,6521,326.05,Very Late,0.2,0,No,61,Late Fee Issues,2023-01-01,2023-01-02
679,119511512,4763,2611,2152,107.6,Late,0.21,15,No,75,Late Fee Issues,2023-01-01,2023-01-02
680,542913640,11712,9984,1728,86.4,Very Late,0.23,0,Yes,86,None,2023-01-01,2023-01-02
681,648591389,8797,6773,2024,101.2,Very Late,0.16,35,No,97,None,2023-01-01,2023-01-02
682,755209744,12208,11879,329,16.45,Late,0.15,0,No,82,None,2023-01-01,2023-01-02
683,247435376,8109,5623,2486,124.3,Very Late,0.15,25,Yes,77,None,2023-01-01,2023-01-02
684,122558781,19500,18345,1155,57.75,Very Late,0.21,35,No,58,None,2023-01-01,2023-01-02
685,428382319,5433,3543,1890,94.5,Very Late,0.22,35,No,61,None,2023-01-01,2023-01-02
686,699655128,19967,15490,4477,223.85,On-Time,0.13,15,No,54,None,2023-01-01,2023-01-02
687,400860757,7167,4982,2185,109.25,Late,0.16,25,No,77,None,2023-01-01,2023-01-02
688,304591500,11357,6419,4938,246.9,Late,0.24,35,No,84,None,2023-01-01,2023-01-02
689,725017530,9154,6837,2317,115.85,Late,0.22,25,No,54,None,2023-01-01,2023-01-02
690,529431826,11920,8299,3621,181.05,On-Time,0.25,0,Yes,83,TILA,2023-01-01,2023-01-02
691,697866672,3213,2818,395,19.75,On-Time,0.21,25,No,95,None,2023-01-01,2023-01-02
692,329717603,6762,3802,2960,148.0,Late,0.16,35,No,83,None,2023-01-01,2023-01-02
693,146547339,16399,13888,2511,125.55,On-Time,0.19,15,No,62,None,2023-01-01,2023-01-02
694,995678908,12768,12319,449,22.45,Late,0.2,35,No,88,None,2023-01-01,2023-01-02
695,767360488,13640,12286,1354,67.7,On-Time,0.11,25,No,91,None,2023-01-01,2023-01-02
696,517226642,9731,8438,1293,64.65,Very Late,0.18,25,No,94,None,2023-01-01,2023-01-02
697,492073291,8791,6326,2465,123.25,Very Late,0.21,35,Yes,97,None,2023-01-01,2023-01-02
698,550564360,18822,15647,3175,158.75,Late,0.13,25,No,63,None,2023-01-01,2023-01-02
699,397699782,11783,7502,4281,214.05,On-Time,0.22,0,No,60,None,2023-01-01,2023-01-02
700,988203035,16621,8411,8210,410.5,On-Time,0.19,35,No,91,None,2023-01-01,2023-01-02
701,959259597,19019,16260,2759,137.95,Very Late,0.24,15,No,87,UDAAP,2023-01-01,2023-01-02
702,859220958,5720,4561,1159,57.95,Very Late,0.11,35,No,53,None,2023-01-01,2023-01-02
703,961601151,11905,11683,222,11.1,On-Time,0.14,0,No,82,None,2023-01-01,2023-01-02
704,415413330,12127,12125,2,0.1,On-Time,0.19,0,No,56,None,2023-01-01,2023-01-02
705,666236526,19385,11255,8130,406.5,On-Time,0.14,0,No,90,None,2023-01-01,2023-01-02
706,457703823,9368,8109,1259,62.95,On-Time,0.21,0,No,57,None,2023-01-01,2023-01-02
707,952317044,17056,8866,8190,409.5,On-Time,0.21,0,No,86,None,2023-01-01,2023-01-02
708,493866308,15236,10287,4949,247.45,On-Time,0.12,15,No,59,None,2023-01-01,2023-01-02
709,285588834,17451,13128,4323,216.15,Late,0.18,25,No,92,None,2023-01-01,2023-01-02
710,539980427,13433,7660,5773,288.65,On-Time,0.18,0,No,64,None,2023-01-01,2023-01-02
711,437861656,18525,15957,2568,128.4,Very Late,0.16,0,No,87,None,2023-01-01,2023-01-02
712,330652851,3089,2388,701,35.05,Late,0.24,35,No,64,None,2023-01-01,2023-01-02
713,840961146,13361,11476,1885,94.25,On-Time,0.22,15,No,54,None,2023-01-01,2023-01-02
714,110198499,19369,12309,7060,353.0,Very Late,0.2,15,No,78,None,2023-01-01,2023-01-02
715,942649140,6041,4026,2015,100.75,Late,0.21,25,No,68,None,2023-01-01,2023-01-02
716,278580630,3105,1943,1162,58.1,Very Late,0.17,15,No,59,None,2023-01-01,2023-01-02
717,234415503,12078,10779,1299,64.95,On-Time,0.24,35,No,61,Late Fee Issues,2023-01-01,2023-01-02
718,270158648,9090,6752,2338,116.9,On-Time,0.2,35,Yes,53,None,2023-01-01,2023-01-02
719,587326758,9082,8006,1076,53.8,On-Time,0.21,25,No,80,Late Fee Issues,2023-01-01,2023-01-02
720,491727212,4925,4211,714,35.7,On-Time,0.23,35,No,67,None,2023-01-01,2023-01-02
721,877084596,9917,8970,947,47.35,Late,0.14,0,No,65,None,2023-01-01,2023-01-02
722,347212966,3552,2905,647,32.35,Late,0.22,0,No,89,None,2023-01-01,2023-01-02
723,312724958,6911,3836,3075,153.75,Very Late,0.13,35,No,85,TILA,2023-01-01,2023-01-02
724,339964793,6389,3658,2731,136.55,On-Time,0.15,25,No,74,None,2023-01-01,2023-01-02
725,922617220,16629,15760,869,43.45,Very Late,0.15,15,No,72,None,2023-01-01,2023-01-02
726,691434966,5430,4360,1070,53.5,Late,0.25,25,No,61,None,2023-01-01,2023-01-02
727,297206748,3458,3365,93,4.65,On-Time,0.23,15,No,83,None,2023-01-01,2023-01-02
728,533426666,16395,13408,2987,149.35,On-Time,0.21,35,No,85,None,2023-01-01,2023-01-02
729,984039498,3207,2648,559,27.95,Late,0.21,35,No,86,TILA,2023-01-01,2023-01-02
730,602798993,3899,2124,1775,88.75,Late,0.18,0,No,52,UDAAP,2023-01-01,2023-01-02
731,714144587,14653,12393,2260,113.0,Late,0.24,15,No,58,None,2023-01-01,2023-01-02
732,907582728,19405,10778,8627,431.35,Late,0.17,25,No,67,TILA,2023-01-01,2023-01-02
733,149437769,11601,6654,4947,247.35,Late,0.16,35,No,92,None,2023-01-01,2023-01-02
734,473507001,3894,3387,507,25.35,On-Time,0.12,25,No,84,None,2023-01-01,2023-01-02
735,607742699,3514,2679,835,41.75,Late,0.22,0,No,83,None,2023-01-01,2023-01-02
736,601947280,7109,4411,2698,134.9,On-Time,0.21,15,No,90,None,2023-01-01,2023-01-02
737,534318588,16258,11958,4300,215.0,On-Time,0.16,15,No,63,UDAAP,2023-01-01,2023-01-02
738,480021989,18313,11789,6524,326.2,Late,0.1,35,No,53,None,2023-01-01,2023-01-02
739,461235974,18349,15205,3144,157.2,Late,0.23,15,No,78,None,2023-01-01,2023-01-02
740,856307117,10179,6592,3587,179.35,On-Time,0.1,35,No,90,None,2023-01-01,2023-01-02
741,963155852,13326,8131,5195,259.75,Late,0.21,0,No,94,None,2023-01-01,2023-01-02
742,412514729,14787,14711,76,3.8,Late,0.25,15,No,99,None,2023-01-01,2023-01-02
743,729863816,4560,3745,815,40.75,Late,0.17,35,No,64,UDAAP,2023-01-01,2023-01-02
744,408636593,16612,10059,6553,327.65,Very Late,0.14,25,No,77,Late Fee Issues,2023-01-01,2023-01-02
745,709442586,7780,4095,3685,184.25,On-Time,0.21,35,No,91,None,2023-01-01,2023-01-02
746,985803641,14894,14789,105,5.25,Very Late,0.22,15,No,65,None,2023-01-01,2023-01-02
747,729662913,5356,2758,2598,129.9,Late,0.18,0,No,61,None,2023-01-01,2023-01-02
748,449390340,7790,4243,3547,177.35,Very Late,0.25,15,No,54,None,2023-01-01,2023-01-02
749,157235484,19690,16817,2873,143.65,Late,0.11,15,Yes,83,None,2023-01-01,2023-01-02
750,464375204,13181,9835,3346,167.3,Very Late,0.18,35,No,91,None,2023-01-01,2023-01-02
751,449204103,10057,6909,3148,157.4,Late,0.21,25,No,50,None,2023-01-01,2023-01-02
752,633738991,19082,18838,244,12.2,Very Late,0.23,15,No,88,None,2023-01-01,2023-01-02
753,585926252,3661,3084,577,28.85,Very Late,0.13,25,No,81,None,2023-01-01,2023-01-02
754,618154048,7644,6239,1405,70.25,Very Late,0.22,35,No,75,None,2023-01-01,2023-01-02
755,659891797,18711,9538,9173,458.65,On-Time,0.18,25,No,66,None,2023-01-01,2023-01-02
756,369722099,5920,3156,2764,138.2,Very Late,0.16,35,No,97,None,2023-01-01,2023-01-02
757,947176190,19002,11265,7737,386.85,On-Time,0.12,0,No,76,TILA,2023-01-01,2023-01-02
758,777289286,17025,8692,8333,416.65,Late,0.23,25,No,73,None,2023-01-01,2023-01-02
759,494659116,11946,11054,892,44.6,Very Late,0.12,25,No,84,Late Fee Issues,2023-01-01,2023-01-02
760,114509187,15732,10245,5487,274.35,Late,0.15,0,No,95,None,2023-01-01,2023-01-02
761,530434083,9236,6837,2399,119.95,Late,0.14,25,No,91,None,2023-01-01,2023-01-02
762,642280773,19309,14669,4640,232.0,Very Late,0.23,0,No,88,None,2023-01-01,2023-01-02
763,994131451,16518,13558,2960,148.0,On-Time,0.2,15,No,75,Late Fee Issues,2023-01-01,2023-01-02
764,458632862,3352,3201,151,7.55,Very Late,0.22,35,No,98,None,2023-01-01,2023-01-02
765,216595132,10005,8536,1469,73.45,Late,0.14,0,No,87,None,2023-01-01,2023-01-02
766,649702507,17036,13662,3374,168.7,Late,0.19,25,Yes,72,None,2023-01-01,2023-01-02
767,350844341,19542,10695,8847,442.35,Very Late,0.19,0,No,71,None,2023-01-01,2023-01-02
768,980830630,3956,3507,449,22.45,On-Time,0.22,25,No,53,None,2023-01-01,2023-01-02
769,848277850,5071,3824,1247,62.35,On-Time,0.24,15,No,98,TILA,2023-01-01,2023-01-02
770,771536985,11595,11553,42,2.1,Late,0.1,0,Yes,58,None,2023-01-01,2023-01-02
771,444682002,18140,10217,7923,396.15,Late,0.2,15,No,53,None,2023-01-01,2023-01-02
772,577589542,15803,10681,5122,256.1,On-Time,0.11,35,No,56,None,2023-01-01,2023-01-02
773,892214653,6453,4793,1660,83.0,Very Late,0.18,25,No,72,None,2023-01-01,2023-01-02
774,115814828,9675,4984,4691,234.55,Late,0.14,25,No,51,None,2023-01-01,2023-01-02
775,148763532,3955,2916,1039,51.95,On-Time,0.15,15,Yes,98,None,2023-01-01,2023-01-02
776,766587889,9295,7071,2224,111.2,Late,0.15,35,No,73,None,2023-01-01,2023-01-02
777,406974333,18921,16811,2110,105.5,Very Late,0.19,0,No,89,None,2023-01-01,2023-01-02
778,341820729,18282,17325,957,47.85,On-Time,0.15,0,No,80,None,2023-01-01,2023-01-02
779,610319067,7703,4653,3050,152.5,Late,0.21,25,No,96,Late Fee Issues,2023-01-01,2023-01-02
780,173851335,9563,9003,560,28.0,Very Late,0.16,15,No,80,None,2023-01-01,2023-01-02
781,604771388,15003,13673,1330,66.5,Late,0.11,15,No,96,None,2023-01-01,2023-01-02
782,412632190,13817,12505,1312,65.6,Very Late,0.22,0,Yes,89,None,2023-01-01,2023-01-02
783,740853352,14171,12350,1821,91.05,Very Late,0.14,35,No,97,None,2023-01-01,2023-01-02
784,877558402,15582,12580,3002,150.1,On-Time,0.16,35,No,92,None,2023-01-01,2023-01-02
785,458066124,15201,11798,3403,170.15,Very Late,0.2,0,No,83,None,2023-01-01,2023-01-02
786,745202424,15473,9827,5646,282.3,Late,0.15,0,No,73,None,2023-01-01,2023-01-02
787,636315070,12461,7516,4945,247.25,Very Late,0.11,15,No,98,UDAAP,2023-01-01,2023-01-02
788,253382256,18596,13222,5374,268.7,Very Late,0.16,35,No,75,None,2023-01-01,2023-01-02
789,456015512,3529,2926,603,30.15,On-Time,0.24,0,No,65,None,2023-01-01,2023-01-02
790,609379383,15765,10136,5629,281.45,Very Late,0.2,0,No,96,None,2023-01-01,2023-01-02
791,221848736,16910,12209,4701,235.05,Very Late,0.2,25,No,62,None,2023-01-01,2023-01-02
792,900306292,14561,10753,3808,190.4,Late,0.19,0,No,64,None,2023-01-01,2023-01-02
793,323807545,12131,9254,2877,143.85,On-Time,0.13,0,No,76,Late Fee Issues,2023-01-01,2023-01-02
794,152203051,3525,2039,1486,74.3,On-Time,0.16,35,No,53,None,2023-01-01,2023-01-02
795,340539820,19385,13995,5390,269.5,On-Time,0.21,15,No,65,None,2023-01-01,2023-01-02
796,285370428,3374,2629,745,37.25,Very Late,0.12,35,No,79,None,2023-01-01,2023-01-02
797,412185646,15197,14640,557,27.85,On-Time,0.14,15,No,93,None,2023-01-01,2023-01-02
798,706205076,7648,5537,2111,105.55,Very Late,0.14,25,No,79,None,2023-01-01,2023-01-02
799,286404943,5365,4424,941,47.05,Very Late,0.16,0,No,85,None,2023-01-01,2023-01-02
800,218975349,4646,2350,2296,114.8,Late,0.25,25,No,52,None,2023-01-01,2023-01-02
801,850087380,3013,1744,1269,63.45,Late,0.11,15,Yes,71,None,2023-01-01,2023-01-02
802,826346491,7599,6660,939,46.95,Late,0.18,35,Yes,98,None,2023-01-01,2023-01-02
803,416953828,5278,3668,1610,80.5,Late,0.13,35,No,71,UDAAP,2023-01-01,2023-01-02
804,112842659,17296,10996,6300,315.0,Late,0.25,25,No,99,None,2023-01-01,2023-01-02
805,331302370,6155,3373,2782,139.1,Very Late,0.12,15,No,99,Late Fee Issues,2023-01-01,2023-01-02
806,939284370,11321,9596,1725,86.25,Very Late,0.16,25,No,98,None,2023-01-01,2023-01-02
807,423988920,6814,5830,984,49.2,On-Time,0.21,25,No,61,None,2023-01-01,2023-01-02
808,199204497,16125,14538,1587,79.35,Very Late,0.21,0,No,70,None,2023-01-01,2023-01-02
809,813889838,6216,4880,1336,66.8,Very Late,0.16,25,Yes,53,None,2023-01-01,2023-01-02
810,655762920,5113,3239,1874,93.7,Late,0.15,0,No,80,None,2023-01-01,2023-01-02
811,940734221,13238,10101,3137,156.85,Very Late,0.16,0,No,93,None,2023-01-01,2023-01-02
812,291100046,16760,9573,7187,359.35,Late,0.14,35,No,80,None,2023-01-01,2023-01-02
813,978497182,15588,15556,32,1.6,On-Time,0.13,0,No,72,TILA,2023-01-01,2023-01-02
814,647857780,6374,4558,1816,90.8,On-Time,0.17,0,Yes,69,None,2023-01-01,2023-01-02
815,945786677,9430,6016,3414,170.7,Very Late,0.14,35,No,64,None,2023-01-01,2023-01-02
816,462127221,14970,13814,1156,57.8,On-Time,0.14,25,No,72,None,2023-01-01,2023-01-02
817,676392450,3629,2551,1078,53.9,Very Late,0.2,15,No,77,Late Fee Issues,2023-01-01,2023-01-02
818,749218703,19653,11401,8252,412.6,On-Time,0.25,15,No,65,None,2023-01-01,2023-01-02
819,295190712,13831,9903,3928,196.4,Late,0.19,15,No,86,None,2023-01-01,2023-01-02
820,809761994,8724,7181,1543,77.15,Late,0.11,25,No,70,None,2023-01-01,2023-01-02
821,232985867,14083,13812,271,13.55,Late,0.11,0,No,64,None,2023-01-01,2023-01-02
822,996369993,16149,9760,6389,319.45,Late,0.24,15,No,66,TILA,2023-01-01,2023-01-02
823,960760799,12472,7177,5295,264.75,Very Late,0.14,25,No,99,None,2023-01-01,2023-01-02
824,348523535,9276,5200,4076,203.8,On-Time,0.11,0,No,86,None,2023-01-01,2023-01-02
